contest,candidate,name,votes
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  54,1
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  54,24
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  55,31
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  55,16
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  55,3
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  55,29
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  56,60
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  56,38
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  56,7
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  56,39
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  57,51
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  57,42
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  57,4
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  57,40
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  67,81
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  67,72
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  67,7
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  67,56
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  69,98
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  69,94
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  69,1
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  69,84
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  73,76
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  73,67
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  73,11
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  73,45
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  76,58
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  76,31
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  76,3
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  76,35
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  60,32
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  60,36
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  60,4
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  60,47
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT   5,59
CITY OF EVERETT Mayor,Scott Murphy,EVERETT   5,39
CITY OF EVERETT Mayor,Rich Ryan,EVERETT   5,4
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT   5,42
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT   7,31
CITY OF EVERETT Mayor,Scott Murphy,EVERETT   7,8
CITY OF EVERETT Mayor,Rich Ryan,EVERETT   7,9
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT   7,34
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT   9,97
CITY OF EVERETT Mayor,Scott Murphy,EVERETT   9,117
CITY OF EVERETT Mayor,Rich Ryan,EVERETT   9,6
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT   9,43
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  10,56
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  10,41
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  10,1
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  10,63
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  23,15
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  23,8
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  23,3
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  23,13
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  30,60
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  30,72
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  30,7
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  30,60
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  35,91
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  35,59
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  35,3
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  35,53
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  46,63
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  46,42
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  46,3
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  46,46
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  47,57
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  47,49
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  47,9
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  47,44
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  58,31
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  58,32
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  58,0
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  58,18
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  59,47
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  59,24
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  59,5
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  59,27
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  64,27
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  64,19
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  64,3
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  64,24
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  65,60
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  65,57
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  65,17
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  65,46
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  66,50
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  66,22
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  66,2
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  66,27
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  68,97
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  68,67
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  68,3
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  68,44
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  70,0
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  70,0
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  70,0
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  70,0
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  71,29
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  71,24
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  71,3
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  71,25
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  72,34
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  72,43
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  72,5
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  72,29
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  74,38
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  74,53
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  74,1
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  74,39
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  80,81
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  80,81
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  80,6
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  80,46
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  81,34
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  81,45
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  81,8
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  81,39
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  84,22
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  84,12
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  84,6
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  84,23
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  85,51
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  85,81
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  85,3
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  85,18
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  87,25
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  87,47
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  87,6
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  87,27
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  88,60
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  88,116
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  88,3
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  88,36
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  89,45
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  89,40
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  89,12
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  89,52
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  90,16
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  90,15
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  90,6
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  90,33
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  91,45
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  91,53
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  91,7
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  91,24
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  52,48
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  52,36
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  52,8
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  52,50
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  61,14
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  61,4
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  61,4
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  61,7
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  62,48
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  62,43
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  62,6
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  62,42
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  63,48
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  63,56
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  63,3
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  63,30
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  75,43
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  75,56
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  75,4
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  75,17
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  78,33
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  78,40
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  78,2
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  78,29
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  79,26
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  79,20
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  79,2
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  79,25
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  83,80
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  83,64
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  83,5
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  83,60
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  86(*),0
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  86(*),0
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  86(*),0
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  86(*),0
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  92(*),0
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  92(*),0
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  92(*),0
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  92(*),0
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  77,47
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  77,80
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  77,1
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  77,19
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  82,56
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  82,72
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  82,0
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  82,36
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  93,54
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  93,33
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  93,6
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  93,45
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  94,35
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  94,30
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  94,8
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  94,26
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  95,27
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  95,8
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  95,8
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  95,26
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  96,36
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  96,25
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  96,3
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  96,31
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  97,45
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  97,28
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  97,4
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  97,33
CITY OF EVERETT Mayor,Cassie Franklin,EVERETT  98,47
CITY OF EVERETT Mayor,Scott Murphy,EVERETT  98,21
CITY OF EVERETT Mayor,Rich Ryan,EVERETT  98,5
CITY OF EVERETT Mayor,Janice R. Greene,EVERETT  98,57
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT   1,78
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT   1,4
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT   1,106
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT   1,27
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT   1,92
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT   2,60
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT   2,2
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT   2,74
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT   2,20
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT   2,106
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT   3,56
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT   3,16
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT   3,38
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT   3,15
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT   3,53
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT   4,98
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT   4,4
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT   4,83
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT   4,32
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT   4,52
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT   6,64
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT   6,6
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT   6,27
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT   6,18
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT   6,56
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT   8,67
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT   8,7
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT   8,37
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT   8,30
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT   8,60
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT  11,94
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT  11,6
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT  11,150
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT  11,23
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT  11,76
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT  12,50
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT  12,14
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT  12,49
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT  12,16
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT  12,67
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT  13,86
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT  13,7
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT  13,45
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT  13,26
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT  13,63
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT  14,73
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT  14,6
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT  14,37
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT  14,22
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT  14,74
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT  15,104
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT  15,8
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT  15,41
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT  15,29
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT  15,56
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT  16,54
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT  16,6
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT  16,34
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT  16,46
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT  16,51
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT  17,85
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT  17,10
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT  17,40
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT  17,32
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT  17,43
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT  18,44
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT  18,5
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT  18,23
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT  18,19
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT  18,49
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT  67,74
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT  67,12
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT  67,56
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT  67,29
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT  67,44
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT  69,75
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT  69,7
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT  69,74
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT  69,29
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT  69,90
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT   5,45
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT   5,10
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT   5,28
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT   5,23
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT   5,38
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT   7,28
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT   7,3
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT   7,17
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT   7,8
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT   7,23
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT  10,61
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT  10,2
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT  10,41
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT  10,13
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT  10,43
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT  70,0
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT  70,0
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT  70,0
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT  70,0
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT  70,0
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT  81,34
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT  81,8
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT  81,26
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT  81,29
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT  81,29
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT  93,52
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT  93,16
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT  93,21
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT  93,23
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT  93,24
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Sam Hem,EVERETT  98,35
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Steven Sullivan,EVERETT  98,5
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Mason Rutledge,EVERETT  98,19
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Bill Wheeler,EVERETT  98,19
CITY OF EVERETT COUNCIL DISTRICT 1 Council District 1,Erica Weir,EVERETT  98,48
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Jonathan Shapiro,EVERETT  19,7
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Ryan Crowther,EVERETT  19,61
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Paula Rhyne,EVERETT  19,116
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Jonathan Shapiro,EVERETT  20,17
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Ryan Crowther,EVERETT  20,68
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Paula Rhyne,EVERETT  20,140
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Jonathan Shapiro,EVERETT  21,7
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Ryan Crowther,EVERETT  21,119
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Paula Rhyne,EVERETT  21,146
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Jonathan Shapiro,EVERETT  22,4
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Ryan Crowther,EVERETT  22,82
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Paula Rhyne,EVERETT  22,150
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Jonathan Shapiro,EVERETT  25,1
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Ryan Crowther,EVERETT  25,104
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Paula Rhyne,EVERETT  25,132
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Jonathan Shapiro,EVERETT  26,2
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Ryan Crowther,EVERETT  26,179
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Paula Rhyne,EVERETT  26,172
CITY OF EVERETT COUNCIL DISTRICT 2 Council District 2,Jonathan Shapiro,EVERETT  27,7
